no_of_previous_bookings_not_canceled,room_type_reserved,Booking_ID,no_of_children,repeated_guest,no_of_special_requests,no_of_adults,arrival_year,no_of_week_nights,type_of_meal_plan,booking_status,required_car_parking_space,market_segment_type,avg_price_per_room,arrival_date,no_of_weekend_nights,arrival_month,lead_time,no_of_previous_cancellations
0,Room_Type 4,INN23018,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,127.5,7,1,4,16,0
0,Room_Type 1,INN18362,0,0,0,2,2018,0,Not Selected,Canceled,0,Online,93.15,11,1,7,49,0
0,Room_Type 1,INN02346,0,0,1,2,2018,12,Not Selected,Not_Canceled,0,Online,69.5,13,4,1,9,0
0,Room_Type 1,INN10253,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,100,20,0,5,211,0
0,Room_Type 1,INN21030,0,0,1,2,2018,2,Not Selected,Canceled,0,Online,79.2,25,0,11,151,0
0,Room_Type 1,INN16486,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,96.3,28,0,10,239,0
0,Room_Type 1,INN07454,0,0,0,2,2018,0,Meal Plan 1,Canceled,0,Online,130,11,2,9,52,0
0,Room_Type 1,INN28094,0,0,0,2,2017,3,Meal Plan 2,Not_Canceled,0,Offline,112,13,0,10,36,0
0,Room_Type 4,INN16798,0,0,2,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,137.7,21,0,4,57,0
0,Room_Type 1,INN17037,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,68,28,2,10,123,0
0,Room_Type 1,INN28856,0,0,1,2,2018,3,Meal Plan 1,Canceled,0,Online,126.9,8,0,9,204,0
0,Room_Type 4,INN17820,0,0,3,3,2018,3,Meal Plan 1,Not_Canceled,1,Online,133.1,20,2,3,56,0
0,Room_Type 1,INN06880,0,0,0,2,2018,2,Not Selected,Canceled,0,Online,89,22,0,3,6,0
0,Room_Type 1,INN27661,0,0,1,3,2018,1,Meal Plan 1,Not_Canceled,0,Offline,119.4,27,0,10,23,0
0,Room_Type 4,INN03143,0,0,0,3,2018,1,Meal Plan 1,Not_Canceled,0,Online,140.7,31,2,7,101,0
0,Room_Type 1,INN25755,0,0,0,2,2017,3,Meal Plan 1,Canceled,0,Offline,71.4,21,1,9,98,0
0,Room_Type 1,INN03087,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Offline,85,21,0,10,8,0
0,Room_Type 4,INN27299,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,86.7,20,2,11,212,0
0,Room_Type 2,INN23178,2,0,1,0,2018,3,Meal Plan 1,Not_Canceled,0,Online,82.44,8,0,12,56,0
0,Room_Type 1,INN09718,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,79,14,0,12,8,0
0,Room_Type 1,INN09775,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,90.95,23,2,8,224,0
0,Room_Type 1,INN22894,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,72.25,20,2,8,115,0
0,Room_Type 1,INN28001,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,77.69,19,0,1,43,0
0,Room_Type 4,INN24402,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,121,16,0,11,6,0
0,Room_Type 1,INN23534,0,0,0,2,2017,4,Meal Plan 1,Not_Canceled,0,Offline,84.67,30,2,12,29,0
0,Room_Type 1,INN25312,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,100,20,0,5,211,0
0,Room_Type 1,INN11573,0,0,0,1,2018,0,Not Selected,Not_Canceled,0,Online,79.2,20,1,11,65,0
0,Room_Type 1,INN32680,0,0,1,2,2017,0,Meal Plan 1,Canceled,0,Online,79.25,7,1,9,28,0
0,Room_Type 1,INN02873,0,0,1,2,2018,3,Meal Plan 2,Not_Canceled,0,Online,152.15,9,1,5,66,0
0,Room_Type 1,INN27453,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Offline,75,12,0,10,314,0
0,Room_Type 2,INN25999,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,82.13,12,0,4,124,0
0,Room_Type 1,INN23524,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,95,16,2,10,3,0
0,Room_Type 1,INN22632,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,120,8,0,6,56,0
0,Room_Type 1,INN14986,0,0,2,2,2018,4,Meal Plan 1,Canceled,0,Offline,72.25,31,2,7,165,0
0,Room_Type 1,INN16907,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,105.3,1,1,8,123,0
0,Room_Type 1,INN11624,0,0,0,2,2018,3,Not Selected,Not_Canceled,0,Online,82.33,10,0,3,23,0
0,Room_Type 1,INN25594,0,0,0,2,2017,1,Meal Plan 2,Canceled,0,Offline,94.5,25,2,7,110,0
0,Room_Type 1,INN24970,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,90.95,12,0,4,79,0
0,Room_Type 1,INN29995,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,52,9,0,12,322,0
0,Room_Type 1,INN25062,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,109.8,2,2,9,64,0
0,Room_Type 1,INN14331,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,72.25,16,2,7,4,0
0,Room_Type 1,INN35383,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,100,25,1,3,78,0
0,Room_Type 1,INN06969,0,0,0,2,2018,4,Meal Plan 1,Not_Canceled,0,Offline,80,20,0,4,270,0
0,Room_Type 1,INN31690,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,90.9,18,0,10,198,0
0,Room_Type 1,INN30200,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,75,9,1,10,66,0
0,Room_Type 1,INN25432,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Offline,62.8,4,1,6,275,0
0,Room_Type 1,INN34604,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Offline,89,3,0,11,304,0
0,Room_Type 1,INN07251,0,0,1,2,2018,2,Not Selected,Not_Canceled,0,Online,102.41,16,0,8,11,0
0,Room_Type 4,INN31224,0,0,1,3,2018,1,Meal Plan 1,Canceled,0,Online,137.7,16,1,7,155,0
0,Room_Type 1,INN34670,0,0,2,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,88.4,21,1,11,64,0
0,Room_Type 1,INN18102,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,65,4,2,12,134,0
0,Room_Type 1,INN12005,0,0,1,1,2018,3,Not Selected,Not_Canceled,0,Online,85.87,2,0,11,110,0
0,Room_Type 4,INN16273,0,0,0,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,137.7,21,1,4,39,0
0,Room_Type 1,INN12522,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,75.2,29,0,11,25,0
0,Room_Type 1,INN19958,0,0,0,2,2018,5,Meal Plan 1,Canceled,0,Online,105.3,12,2,7,113,0
1,Room_Type 1,INN32970,0,1,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,95,20,1,6,19,0
0,Room_Type 1,INN20669,0,0,1,1,2018,3,Meal Plan 1,Not_Canceled,0,Online,132.89,6,2,11,19,0
0,Room_Type 4,INN17810,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,109.8,28,1,10,189,0
0,Room_Type 4,INN18931,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,166.25,22,0,9,3,0
0,Room_Type 1,INN01465,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,89,10,0,3,2,0
0,Room_Type 4,INN22658,0,0,0,2,2018,2,Meal Plan 2,Canceled,0,Offline,118.06,3,2,7,141,0
0,Room_Type 1,INN24003,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Offline,95,24,0,6,192,0
0,Room_Type 4,INN26966,0,0,0,2,2018,0,Meal Plan 1,Canceled,0,Online,106,28,2,2,16,0
0,Room_Type 4,INN35939,0,0,1,3,2018,1,Meal Plan 1,Not_Canceled,1,Online,155.7,30,1,7,144,0
1,Room_Type 1,INN23664,0,1,0,1,2018,0,Meal Plan 1,Not_Canceled,0,Corporate,65,25,1,4,60,0
0,Room_Type 1,INN23402,1,0,0,1,2018,1,Meal Plan 1,Canceled,0,Online,143.1,30,1,4,60,0
0,Room_Type 1,INN08912,0,0,0,1,2018,0,Not Selected,Not_Canceled,0,Online,88,5,1,12,0,0
0,Room_Type 1,INN00866,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Corporate,85,2,0,12,29,0
0,Room_Type 1,INN28748,0,0,1,2,2018,2,Not Selected,Canceled,0,Online,76.29,27,2,11,11,0
0,Room_Type 1,INN30338,0,0,1,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,67.5,26,0,11,8,0
0,Room_Type 4,INN34988,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,96.3,17,2,4,105,0
0,Room_Type 1,INN24088,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,122.1,1,0,9,78,0
0,Room_Type 1,INN35086,0,0,1,2,2018,2,Meal Plan 1,Canceled,1,Online,105.3,18,1,7,186,0
0,Room_Type 1,INN08463,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,80.1,1,0,4,64,0
0,Room_Type 1,INN31482,0,0,1,2,2018,4,Meal Plan 2,Canceled,0,Offline,117,21,0,9,296,0
0,Room_Type 1,INN12488,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,102.3,28,0,4,104,0
0,Room_Type 1,INN12736,1,0,0,2,2018,3,Meal Plan 2,Canceled,0,Online,194.85,15,1,8,34,0
0,Room_Type 1,INN17126,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,120,15,0,9,317,0
0,Room_Type 1,INN35832,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,64,25,1,1,33,0
0,Room_Type 4,INN30430,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,139.88,30,0,12,126,0
0,Room_Type 1,INN33793,0,0,2,1,2018,0,Meal Plan 1,Not_Canceled,0,Online,99,12,1,9,19,0
0,Room_Type 1,INN06252,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,134.78,17,1,10,46,0
0,Room_Type 1,INN35029,0,0,0,2,2018,3,Meal Plan 2,Not_Canceled,0,Offline,106,7,1,3,4,0
0,Room_Type 4,INN30512,0,0,2,2,2017,5,Meal Plan 1,Not_Canceled,0,Online,90.64,31,2,10,45,0
0,Room_Type 1,INN31784,0,0,0,1,2018,0,Meal Plan 1,Canceled,0,Online,134,21,1,8,10,0
0,Room_Type 4,INN33554,0,0,3,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,149,11,0,11,36,0
0,Room_Type 1,INN33721,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,83.73,20,0,12,10,0
0,Room_Type 1,INN16987,0,0,1,2,2017,1,Meal Plan 1,Not_Canceled,1,Online,104.85,17,1,10,35,0
0,Room_Type 1,INN09413,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,99.45,26,2,6,105,0
0,Room_Type 1,INN20307,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Corporate,100,31,0,5,113,0
0,Room_Type 4,INN21290,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,146,7,0,6,5,0
0,Room_Type 4,INN06894,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,124,10,2,4,7,0
0,Room_Type 2,INN26788,2,0,1,0,2018,2,Meal Plan 1,Not_Canceled,0,Online,73.39,5,2,2,28,0
0,Room_Type 1,INN16481,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,126.9,13,0,5,80,0
0,Room_Type 1,INN24183,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Online,87.3,3,2,4,72,0
0,Room_Type 4,INN06856,0,0,2,3,2018,1,Meal Plan 1,Not_Canceled,0,Online,150.3,2,1,7,75,0
0,Room_Type 1,INN06076,0,0,2,2,2018,3,Not Selected,Canceled,0,Online,79.2,8,0,12,148,0
0,Room_Type 4,INN13134,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,105.4,4,0,3,32,0
0,Room_Type 1,INN13841,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,65,29,1,12,0,0
0,Room_Type 1,INN27827,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,87.3,18,1,4,96,0
0,Room_Type 1,INN30125,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,88,8,2,8,0,0
0,Room_Type 4,INN29231,0,0,2,3,2018,1,Meal Plan 1,Canceled,0,Online,135.9,27,2,8,129,0
0,Room_Type 1,INN30328,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Online,149,22,0,9,9,0
0,Room_Type 6,INN04864,0,0,1,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,139.57,16,2,10,69,0
0,Room_Type 1,INN18169,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,71.6,3,1,1,2,0
0,Room_Type 4,INN30087,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,75,9,0,3,17,0
0,Room_Type 1,INN11933,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,129,4,0,10,20,0
0,Room_Type 1,INN21790,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,0,23,0,10,43,0
0,Room_Type 1,INN13012,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,80.1,28,1,3,63,0
0,Room_Type 4,INN31009,0,0,1,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,0,23,0,9,6,0
0,Room_Type 1,INN20677,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,80.32,30,0,8,40,0
0,Room_Type 1,INN00644,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,72.25,10,2,7,149,0
0,Room_Type 6,INN12373,2,0,0,2,2018,3,Meal Plan 2,Canceled,0,Online,212.42,18,2,3,44,0
2,Room_Type 4,INN24104,0,1,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,149.4,7,0,7,32,0
0,Room_Type 1,INN10699,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,92.7,1,1,4,60,0
0,Room_Type 1,INN20092,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,55,26,2,12,33,0
0,Room_Type 1,INN21328,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,93,27,0,2,3,0
0,Room_Type 1,INN25934,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Corporate,89,5,0,11,0,0
0,Room_Type 4,INN36006,0,0,2,3,2018,2,Meal Plan 1,Not_Canceled,0,Online,168.3,9,0,9,89,0
0,Room_Type 1,INN14146,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,89,6,0,1,1,0
0,Room_Type 1,INN13854,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,151,16,0,8,18,0
0,Room_Type 1,INN19510,1,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,108.9,4,0,10,172,0
0,Room_Type 1,INN18163,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,110,19,1,9,280,0
0,Room_Type 1,INN08778,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,72.75,9,2,10,204,0
0,Room_Type 1,INN36140,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,89,4,1,11,305,0
0,Room_Type 4,INN28484,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,95.88,5,1,5,103,0
0,Room_Type 4,INN19940,0,0,2,3,2018,4,Meal Plan 1,Not_Canceled,0,Online,146.7,1,2,7,82,0
0,Room_Type 1,INN04108,0,0,0,2,2018,0,Meal Plan 1,Canceled,0,Online,90,16,1,10,286,0
0,Room_Type 1,INN07195,0,0,1,2,2018,1,Meal Plan 1,Canceled,0,Online,108.9,1,2,10,180,0
0,Room_Type 1,INN04998,0,0,1,2,2018,1,Not Selected,Canceled,0,Corporate,100,15,0,9,73,0
0,Room_Type 1,INN07866,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,80.1,28,1,3,63,0
0,Room_Type 1,INN17293,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,112.2,24,0,3,37,0
0,Room_Type 1,INN22534,1,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,134.1,28,0,6,44,0
0,Room_Type 1,INN27138,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,101.5,14,0,8,39,0
0,Room_Type 4,INN34729,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,121.75,2,2,10,17,0
0,Room_Type 4,INN27278,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,140.4,27,0,5,64,0
0,Room_Type 1,INN21286,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,110,19,1,9,280,0
0,Room_Type 1,INN19054,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,80,13,0,10,335,0
0,Room_Type 1,INN21249,0,0,3,2,2018,2,Not Selected,Not_Canceled,0,Online,130,27,0,10,2,0
0,Room_Type 1,INN24017,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Offline,60,8,1,2,56,0
0,Room_Type 4,INN31579,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,75,12,1,10,21,0
0,Room_Type 6,INN05675,2,0,4,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,179.3,20,0,10,38,0
0,Room_Type 1,INN01730,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,120,14,0,6,71,0
0,Room_Type 1,INN25611,0,0,1,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,18,0,8,320,0
0,Room_Type 1,INN26608,0,0,1,2,2017,2,Meal Plan 1,Canceled,0,Online,76.5,31,2,10,75,0
0,Room_Type 1,INN31250,0,0,2,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,86.4,23,0,11,78,0
0,Room_Type 4,INN17660,0,0,3,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,170,11,0,11,26,0
0,Room_Type 1,INN15439,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Offline,76,29,1,2,1,0
0,Room_Type 4,INN18676,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,95.4,13,2,3,33,0
0,Room_Type 4,INN22167,0,0,1,2,2018,3,Meal Plan 1,Canceled,0,Online,104.55,29,2,4,115,0
0,Room_Type 1,INN25285,1,0,0,2,2018,6,Meal Plan 1,Canceled,0,Online,134.1,1,3,8,81,0
2,Room_Type 1,INN32005,0,1,1,1,2017,1,Meal Plan 1,Not_Canceled,0,Complementary,0,13,0,10,1,0
0,Room_Type 1,INN14588,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,120,20,1,6,193,0
0,Room_Type 1,INN05634,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,80.75,11,0,10,176,0
0,Room_Type 1,INN29577,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,159,23,1,9,19,0
0,Room_Type 1,INN20157,0,0,2,2,2018,4,Not Selected,Canceled,0,Online,74.8,19,2,11,74,0
0,Room_Type 1,INN17405,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,63.75,26,1,12,262,0
0,Room_Type 1,INN10965,0,0,0,1,2018,2,Meal Plan 1,Canceled,0,Offline,120,11,0,10,181,0
0,Room_Type 1,INN20438,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,89,4,1,11,305,0
0,Room_Type 1,INN20408,0,0,0,2,2018,1,Not Selected,Not_Canceled,0,Online,76.5,3,2,4,95,0
0,Room_Type 1,INN05319,0,0,0,2,2017,1,Meal Plan 1,Not_Canceled,0,Corporate,85,29,0,9,1,0
0,Room_Type 1,INN12703,0,0,1,2,2018,3,Not Selected,Not_Canceled,0,Online,79.5,5,0,4,86,0
0,Room_Type 1,INN11033,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,109.9,27,0,7,65,0
0,Room_Type 1,INN18638,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,82.61,31,0,5,29,0
0,Room_Type 1,INN04876,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,75,27,0,10,2,0
0,Room_Type 4,INN05596,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,119,26,1,12,13,0
0,Room_Type 7,INN00687,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,203.73,13,1,5,40,0
0,Room_Type 1,INN33772,0,0,2,2,2018,2,Not Selected,Not_Canceled,0,Online,109,28,0,10,35,0
0,Room_Type 6,INN17190,2,0,1,1,2018,10,Meal Plan 1,Canceled,0,Online,236.14,18,4,9,15,0
0,Room_Type 1,INN23014,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,105,1,0,9,5,0
0,Room_Type 4,INN18023,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,77.89,28,2,12,199,0
0,Room_Type 1,INN18333,0,0,0,2,2017,2,Meal Plan 1,Canceled,0,Corporate,120,17,1,8,3,0
0,Room_Type 1,INN29164,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,127,20,0,4,2,0
0,Room_Type 1,INN32256,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,75,16,1,9,31,0
0,Room_Type 4,INN08515,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,103.7,16,2,10,256,0
0,Room_Type 1,INN26625,0,0,1,3,2018,5,Meal Plan 1,Not_Canceled,0,Online,133.46,11,2,7,118,0
0,Room_Type 6,INN02475,2,0,0,2,2018,5,Meal Plan 1,Canceled,0,Online,182.26,8,2,6,179,0
0,Room_Type 1,INN08925,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Offline,65,22,2,11,25,0
0,Room_Type 1,INN19888,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,135.9,16,0,8,72,0
0,Room_Type 1,INN20334,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,85.5,16,2,10,46,0
0,Room_Type 1,INN21151,1,0,2,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,169,16,0,7,14,0
0,Room_Type 1,INN22457,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Offline,60,27,2,2,115,0
0,Room_Type 4,INN08675,0,0,1,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,173.67,28,0,7,17,0
0,Room_Type 4,INN31294,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,140.4,1,2,5,80,0
0,Room_Type 1,INN24643,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,100.3,19,2,6,166,0
0,Room_Type 1,INN18903,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Offline,43.43,20,2,2,68,0
0,Room_Type 4,INN11475,1,0,2,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,75.23,8,1,2,33,0
0,Room_Type 1,INN07910,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,93,6,1,3,10,0
0,Room_Type 1,INN28268,0,0,0,1,2018,0,Not Selected,Not_Canceled,0,Online,92.86,3,1,7,0,0
0,Room_Type 1,INN29942,0,0,1,2,2018,4,Meal Plan 2,Canceled,0,Offline,117,21,0,9,294,0
0,Room_Type 1,INN09627,0,0,1,2,2018,2,Meal Plan 1,Canceled,0,Online,126.9,21,0,9,238,0
0,Room_Type 1,INN09666,0,0,0,1,2017,0,Meal Plan 1,Not_Canceled,0,Offline,111.2,20,2,9,4,0
0,Room_Type 1,INN32581,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Offline,89,3,0,11,304,0
0,Room_Type 4,INN29214,0,0,0,3,2018,4,Meal Plan 1,Canceled,0,Online,150.3,8,0,6,41,0
0,Room_Type 1,INN07627,0,0,1,1,2018,2,Meal Plan 1,Not_Canceled,0,Offline,68,16,2,7,156,0
0,Room_Type 1,INN00546,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,120,8,0,6,26,0
0,Room_Type 6,INN26810,2,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,156.6,23,0,12,60,0
0,Room_Type 1,INN03469,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Aviation,95,20,0,4,6,0
0,Room_Type 4,INN20611,0,0,0,3,2018,1,Meal Plan 1,Not_Canceled,0,Offline,122.4,18,1,6,38,0
0,Room_Type 4,INN17254,0,0,2,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,127.65,20,2,10,72,0
0,Room_Type 1,INN14094,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,98.87,23,2,8,139,0
0,Room_Type 4,INN08159,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Offline,90.95,21,0,6,133,0
0,Room_Type 1,INN14176,0,0,1,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,90,29,0,8,17,0
0,Room_Type 1,INN34569,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,74.15,14,0,4,87,0
0,Room_Type 1,INN22000,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,14,0,8,39,0
0,Room_Type 1,INN00652,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,100,25,1,3,78,0
0,Room_Type 1,INN16298,0,0,1,1,2018,1,Not Selected,Not_Canceled,0,Online,105.34,24,0,5,0,0
0,Room_Type 1,INN26989,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,89.75,16,1,9,147,0
0,Room_Type 1,INN25910,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,75.95,17,2,1,42,0
0,Room_Type 1,INN25045,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,93.08,26,0,4,101,0
0,Room_Type 1,INN21487,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,95,9,1,5,27,0
0,Room_Type 1,INN02711,0,0,0,2,2018,13,Not Selected,Canceled,0,Online,70.46,10,6,3,64,0
0,Room_Type 1,INN26819,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,93.08,21,1,4,123,0
0,Room_Type 1,INN32917,0,0,1,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,81,1,0,12,6,0
0,Room_Type 1,INN26197,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,85,30,0,6,22,0
0,Room_Type 4,INN07516,0,0,1,3,2018,1,Meal Plan 1,Canceled,0,Online,137.7,19,0,8,205,0
0,Room_Type 1,INN21022,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,63.58,10,1,3,10,0
0,Room_Type 1,INN25682,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,80.75,27,0,12,248,0
0,Room_Type 1,INN35639,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,65,27,0,10,2,0
0,Room_Type 1,INN16641,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,95,2,2,10,16,0
0,Room_Type 1,INN29333,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Offline,110,12,0,10,279,0
0,Room_Type 1,INN19117,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,75,17,0,2,44,0
